FireIncidentAddress,FireIncidentAlarmDateTime,FireIncidentApparatusApparatus,FireIncidentApparatusClearTime,FireIncidentApparatusDispatchTime,FireIncidentApparatusEnrouteTime,FireIncidentArrivalDateTime,FireIncidentIncidentType,FireIncidentShift,FireIncidentStation,
1101 4 AVE N,05/13/2017 13:23:40,805,05/13/2017 13:26:53,05/13/2017 13:24:06,05/13/2017 13:25:00,05/13/2017 13:27:20,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
1101 4 AVE N,05/13/2017 13:23:40,804,05/13/2017 13:30:06,05/13/2017 13:24:06,05/13/2017 13:24:48,05/13/2017 13:27:20,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
1101 4 AVE N,05/13/2017 13:23:40,803,05/13/2017 13:29:36,05/13/2017 13:24:06,05/13/2017 13:25:11,05/13/2017 13:27:20,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
1101 4 AVE N,05/13/2017 13:23:40,801,05/13/2017 13:36:44,05/13/2017 13:24:06,05/13/2017 13:25:23,05/13/2017 13:27:20,"Smoke detector activation, no fi",C Shift,Fargo Station 1,
2085 65 AVE S,05/13/2017 13:41:50,BATT2,05/13/2017 13:51:38,05/13/2017 13:42:49,05/13/2017 13:45:01,05/13/2017 13:49:50,Gas leak (natural gas or LPG),C Shift,Fargo Station 8,
2085 65 AVE S,05/13/2017 13:41:50,TRUCK2,05/13/2017 13:54:47,05/13/2017 13:42:49,05/13/2017 13:45:30,05/13/2017 13:49:50,Gas leak (natural gas or LPG),C Shift,Fargo Station 8,
2085 65 AVE S,05/13/2017 13:41:50,807,05/13/2017 13:52:04,05/13/2017 13:42:49,05/13/2017 13:44:25,05/13/2017 13:49:50,Gas leak (natural gas or LPG),C Shift,Fargo Station 8,
2085 65 AVE S,05/13/2017 13:41:50,804,05/13/2017 13:51:38,05/13/2017 13:42:49,05/13/2017 13:43:47,05/13/2017 13:49:50,Gas leak (natural gas or LPG),C Shift,Fargo Station 8,
2085 65 AVE S,05/13/2017 13:41:50,802,05/13/2017 14:15:45,05/13/2017 13:42:49,05/13/2017 13:44:17,05/13/2017 13:49:50,Gas leak (natural gas or LPG),C Shift,Fargo Station 8,
2085 65 AVE S,05/13/2017 13:41:50,801,05/13/2017 13:51:32,05/13/2017 13:42:49,05/13/2017 13:43:42,05/13/2017 13:49:50,Gas leak (natural gas or LPG),C Shift,Fargo Station 8,
3506 CASINO ST N,05/13/2017 13:41:52,803,05/13/2017 14:02:15,05/13/2017 13:45:25,05/13/2017 13:46:07,05/13/2017 13:49:04,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
5320 12 ST S,05/13/2017 14:37:02,802,05/13/2017 14:59:17,05/13/2017 14:38:04,05/13/2017 14:39:11,05/13/2017 14:44:58,"EMS call, excluding vehicle acci",C Shift,Fargo Station 8,
725 42 ST S,05/13/2017 14:38:13,805,05/13/2017 14:59:34,05/13/2017 14:39:03,05/13/2017 14:40:03,05/13/2017 14:41:56,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
4732 SAN JUAN DR S,05/13/2017 14:41:10,804,05/13/2017 15:01:32,05/13/2017 14:42:17,05/13/2017 14:43:07,05/13/2017 14:49:02,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1034 44 ST S,05/13/2017 15:26:56,805,05/13/2017 15:43:10,05/13/2017 15:28:15,05/13/2017 15:29:05,05/13/2017 15:31:37,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
2525 BROADWAY N,05/13/2017 15:28:31,803,05/13/2017 15:47:47,05/13/2017 15:29:31,05/13/2017 15:30:12,05/13/2017 15:31:41,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
720 8 ST N,05/13/2017 16:12:27,801,05/13/2017 16:22:43,05/13/2017 16:13:53,05/13/2017 16:14:43,05/13/2017 16:17:48,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
1602 DAKOTA DR N,05/13/2017 16:36:18,804,05/13/2017 16:38:25,05/13/2017 16:36:46,05/13/2017 16:37:56,,Dispatched & canceled en route,C Shift,Fargo Station 1,
1438 14 1/2 ST S,05/13/2017 17:14:07,801,05/13/2017 17:33:37,05/13/2017 17:14:38,05/13/2017 17:15:16,05/13/2017 17:19:54,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
717 8 ST N,05/13/2017 17:31:40,BATT1,05/13/2017 17:46:21,05/13/2017 17:32:55,05/13/2017 17:34:02,05/13/2017 17:34:56,"Alarm system activation, no fire",C Shift,Fargo Station 1,
717 8 ST N,05/13/2017 17:31:40,TRUCK1,05/13/2017 17:41:21,05/13/2017 17:32:55,,05/13/2017 17:34:56,"Alarm system activation, no fire",C Shift,Fargo Station 1,
717 8 ST N,05/13/2017 17:31:40,806,05/13/2017 17:34:12,05/13/2017 17:32:55,,05/13/2017 17:34:56,"Alarm system activation, no fire",C Shift,Fargo Station 1,
717 8 ST N,05/13/2017 17:31:40,805,05/13/2017 17:41:17,05/13/2017 17:32:55,05/13/2017 17:34:19,05/13/2017 17:34:56,"Alarm system activation, no fire",C Shift,Fargo Station 1,
717 8 ST N,05/13/2017 17:31:40,804,05/13/2017 17:48:50,05/13/2017 17:32:55,05/13/2017 17:34:04,05/13/2017 17:34:56,"Alarm system activation, no fire",C Shift,Fargo Station 1,
717 8 ST N,05/13/2017 17:31:40,803,05/13/2017 17:41:20,05/13/2017 17:32:55,05/13/2017 17:34:01,05/13/2017 17:34:56,"Alarm system activation, no fire",C Shift,Fargo Station 1,
717 8 ST N,05/13/2017 17:31:40,801,05/13/2017 17:41:28,05/13/2017 17:35:41,05/13/2017 17:35:48,05/13/2017 17:34:56,"Alarm system activation, no fire",C Shift,Fargo Station 1,
630 1 AVE N,05/13/2017 18:12:29,801,05/13/2017 18:45:27,05/13/2017 18:13:44,05/13/2017 18:14:02,05/13/2017 18:14:41,Removal of victim(s) from stalle,C Shift,Fargo Station 1,
801 38 ST S,05/13/2017 18:31:19,805,05/13/2017 18:48:06,05/13/2017 18:32:33,05/13/2017 18:33:25,05/13/2017 18:34:48,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1026 10 ST N,05/13/2017 19:19:11,801,05/13/2017 19:30:19,05/13/2017 19:19:59,05/13/2017 19:20:38,05/13/2017 19:23:58,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
4920 15 AVE S,05/13/2017 19:28:35,805,05/13/2017 19:51:46,05/13/2017 19:32:54,05/13/2017 19:33:43,05/13/2017 19:37:44,EMS Cancelled on Arrival,C Shift,Fargo Station 5,
600 13 AVE S,05/13/2017 19:36:05,801,05/13/2017 19:45:39,05/13/2017 19:37:20,05/13/2017 19:38:02,05/13/2017 19:41:45,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
414 11 ST N,05/13/2017 20:46:36,801,05/13/2017 20:49:47,05/13/2017 20:47:22,05/13/2017 20:48:05,,Emergency Medical cancelled en r,C Shift,Fargo Station 1,
1519 1 AVE S,05/13/2017 21:47:13,804,05/13/2017 21:54:08,05/13/2017 21:52:19,05/13/2017 21:53:29,,Emergency Medical cancelled en r,C Shift,Fargo Station 4,
1635 34 AVE S,05/13/2017 23:34:38,BATT2,05/13/2017 23:42:10,05/13/2017 23:35:26,05/13/2017 23:38:21,05/13/2017 23:40:22,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
1635 34 AVE S,05/13/2017 23:34:38,TRUCK2,05/13/2017 23:42:05,05/13/2017 23:35:26,05/13/2017 23:36:42,05/13/2017 23:40:22,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
1635 34 AVE S,05/13/2017 23:34:38,807,05/13/2017 23:41:51,05/13/2017 23:35:26,05/13/2017 23:36:54,05/13/2017 23:40:22,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
1635 34 AVE S,05/13/2017 23:34:38,804,05/13/2017 23:41:54,05/13/2017 23:35:26,05/13/2017 23:36:40,05/13/2017 23:40:22,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
1635 34 AVE S,05/13/2017 23:34:38,802,05/13/2017 23:45:51,05/13/2017 23:35:26,05/13/2017 23:36:43,05/13/2017 23:40:22,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
1635 34 AVE S,05/13/2017 23:34:38,801,05/13/2017 23:41:53,05/13/2017 23:35:26,05/13/2017 23:36:09,05/13/2017 23:40:22,"Smoke detector activation, no fi",C Shift,Fargo Station 2,
4400 50 ST S,05/13/2017 23:42:29,807,05/13/2017 23:51:59,05/13/2017 23:44:00,05/13/2017 23:44:26,05/13/2017 23:46:56,Citizen complaint,C Shift,Fargo Station 7,
2702 33 1/2 AVE S,05/13/2017 23:44:36,804,05/13/2017 23:46:24,05/13/2017 23:45:50,05/13/2017 23:46:15,05/13/2017 23:50:38,Citizen complaint,C Shift,Fargo Station 2,
2702 33 1/2 AVE S,05/13/2017 23:44:36,802,05/13/2017 23:56:43,05/13/2017 23:46:49,05/13/2017 23:46:53,05/13/2017 23:50:38,Citizen complaint,C Shift,Fargo Station 2,
414 11 ST N,05/14/2017 00:24:49,801,05/14/2017 00:33:06,05/14/2017 00:27:35,05/14/2017 00:28:31,05/14/2017 00:30:55,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
22 BROADWAY N,05/14/2017 00:47:40,801,05/14/2017 01:04:47,05/14/2017 00:48:35,05/14/2017 00:49:28,05/14/2017 00:51:16,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
920 6 AVE N,05/14/2017 00:47:54,803,05/14/2017 00:55:37,05/14/2017 00:49:26,05/14/2017 00:50:31,,Emergency Medical cancelled en r,C Shift,Fargo Station 1,
 25 ST S /  I 94,05/14/2017 00:50:57,BATT2,05/14/2017 02:05:28,05/14/2017 00:51:29,05/14/2017 00:53:12,05/14/2017 00:58:09,Passenger vehicle fire,C Shift,Fargo Station 2,
 25 ST S /  I 94,05/14/2017 00:50:57,TRUCK1,05/14/2017 01:21:17,05/14/2017 00:51:29,05/14/2017 00:52:53,05/14/2017 00:58:09,Passenger vehicle fire,C Shift,Fargo Station 2,
 25 ST S /  I 94,05/14/2017 00:50:57,805,05/14/2017 02:05:08,05/14/2017 00:51:29,05/14/2017 00:52:53,05/14/2017 00:58:09,Passenger vehicle fire,C Shift,Fargo Station 2,
 25 ST S /  I 94,05/14/2017 00:50:57,802,05/14/2017 01:11:36,05/14/2017 00:51:29,05/14/2017 00:52:30,05/14/2017 00:58:09,Passenger vehicle fire,C Shift,Fargo Station 2,
1519 1 AVE S,05/14/2017 01:15:59,804,05/14/2017 01:25:28,05/14/2017 01:17:11,05/14/2017 01:18:30,05/14/2017 01:21:09,EMS Cancelled on Arrival,C Shift,Fargo Station 4,
2110 UNIVERSITY DR S,05/14/2017 01:32:33,801,05/14/2017 02:05:18,05/14/2017 01:33:37,05/14/2017 01:33:53,05/14/2017 01:39:35,"Service Call, other",C Shift,Fargo Station 2,
4400 15 AVE S,05/14/2017 02:16:35,805,05/14/2017 02:54:14,05/14/2017 02:18:38,05/14/2017 02:18:55,05/14/2017 02:23:06,"Medical assist, assist EMS crew",C Shift,Fargo Station 5,
2922 7 ST N,05/14/2017 03:20:55,803,05/14/2017 03:32:32,05/14/2017 03:21:23,05/14/2017 03:22:50,05/14/2017 03:25:49,Citizen complaint,C Shift,Fargo Station 3,
450 34 ST S,05/14/2017 08:16:55,805,05/14/2017 08:40:19,05/14/2017 08:18:19,05/14/2017 08:19:02,05/14/2017 08:22:08,"EMS call, excluding vehicle acci",B Shift,Fargo Station 5,
702 27 ST N,05/14/2017 08:40:08,804,05/14/2017 09:26:18,05/14/2017 08:40:41,05/14/2017 08:41:33,05/14/2017 08:43:15,"EMS call, excluding vehicle acci",B Shift,Fargo Station 4,
 17 AVE S /  34 ST S,05/14/2017 10:58:38,805,05/14/2017 11:21:10,05/14/2017 10:59:14,05/14/2017 11:00:08,05/14/2017 11:03:34,Road freight or transport vehicl,B Shift,Fargo Station 5,
1767 44 ST S,05/14/2017 10:59:30,807,05/14/2017 11:10:30,05/14/2017 10:59:56,05/14/2017 11:00:37,05/14/2017 11:05:13,EMS Cancelled on Arrival,B Shift,Fargo Station 5,
4510 13 AVE S,05/14/2017 11:46:08,805,05/14/2017 11:52:18,05/14/2017 11:47:10,05/14/2017 11:47:57,05/14/2017 11:51:49,No incident found on arrival at,B Shift,Fargo Station 5,
1034 27 ST N,05/14/2017 12:59:58,BATT1,05/14/2017 13:39:32,05/14/2017 13:00:32,05/14/2017 13:01:16,05/14/2017 13:03:30,Building fire,B Shift,Fargo Station 4,
1034 27 ST N,05/14/2017 12:59:58,TRUCK1,05/14/2017 13:09:16,05/14/2017 13:00:32,05/14/2017 13:01:30,05/14/2017 13:03:30,Building fire,B Shift,Fargo Station 4,
1034 27 ST N,05/14/2017 12:59:58,805,05/14/2017 13:08:27,05/14/2017 13:00:32,05/14/2017 13:01:24,05/14/2017 13:03:30,Building fire,B Shift,Fargo Station 4,
1034 27 ST N,05/14/2017 12:59:58,804,05/14/2017 13:42:08,05/14/2017 13:00:32,05/14/2017 13:01:36,05/14/2017 13:03:30,Building fire,B Shift,Fargo Station 4,
1034 27 ST N,05/14/2017 12:59:58,803,05/14/2017 13:08:22,05/14/2017 13:01:57,05/14/2017 13:02:03,05/14/2017 13:03:30,Building fire,B Shift,Fargo Station 4,
1034 27 ST N,05/14/2017 12:59:58,801,05/14/2017 13:35:00,05/14/2017 13:00:32,05/14/2017 13:01:32,05/14/2017 13:03:30,Building fire,B Shift,Fargo Station 4,
101 2 ST S,05/14/2017 13:33:03,TRUCK1,05/14/2017 13:35:52,05/14/2017 13:34:59,,05/14/2017 13:40:59,EMS Cancelled on Arrival,B Shift,Fargo Station 1,
101 2 ST S,05/14/2017 13:33:03,803,05/14/2017 13:34:43,05/14/2017 13:34:03,,05/14/2017 13:40:59,EMS Cancelled on Arrival,B Shift,Fargo Station 1,
101 2 ST S,05/14/2017 13:33:03,801,05/14/2017 13:43:55,05/14/2017 13:36:01,05/14/2017 13:36:14,05/14/2017 13:40:59,EMS Cancelled on Arrival,B Shift,Fargo Station 1,
4915 28 AVE S,05/14/2017 15:25:51,807,05/14/2017 15:37:36,05/14/2017 15:27:12,05/14/2017 15:28:08,05/14/2017 15:34:26,EMS Cancelled on Arrival,B Shift,Fargo Station 7,
711 UNIVERSITY DR S,05/14/2017 17:10:31,BATT1,05/14/2017 17:15:49,05/14/2017 17:11:30,05/14/2017 17:12:19,05/14/2017 17:15:06,"Alarm system activation, no fire",B Shift,Fargo Station 1,
711 UNIVERSITY DR S,05/14/2017 17:10:31,TRUCK1,05/14/2017 17:18:01,05/14/2017 17:11:30,05/14/2017 17:12:40,05/14/2017 17:15:06,"Alarm system activation, no fire",B Shift,Fargo Station 1,
711 UNIVERSITY DR S,05/14/2017 17:10:31,805,05/14/2017 17:15:47,05/14/2017 17:11:30,05/14/2017 17:12:32,05/14/2017 17:15:06,"Alarm system activation, no fire",B Shift,Fargo Station 1,
711 UNIVERSITY DR S,05/14/2017 17:10:31,804,05/14/2017 17:15:50,05/14/2017 17:11:30,05/14/2017 17:12:27,05/14/2017 17:15:06,"Alarm system activation, no fire",B Shift,Fargo Station 1,
711 UNIVERSITY DR S,05/14/2017 17:10:31,803,05/14/2017 17:15:45,05/14/2017 17:11:30,05/14/2017 17:12:39,05/14/2017 17:15:06,"Alarm system activation, no fire",B Shift,Fargo Station 1,
711 UNIVERSITY DR S,05/14/2017 17:10:31,801,05/14/2017 17:27:10,05/14/2017 17:11:30,05/14/2017 17:12:34,05/14/2017 17:15:06,"Alarm system activation, no fire",B Shift,Fargo Station 1,
1606 5 ST N,05/14/2017 17:26:32,803,05/14/2017 17:41:26,05/14/2017 17:27:04,05/14/2017 17:27:59,05/14/2017 17:31:28,"EMS call, excluding vehicle acci",B Shift,Fargo Station 3,
201 11 ST N,05/14/2017 17:52:26,801,05/14/2017 17:55:28,05/14/2017 17:53:34,05/14/2017 17:54:20,,Dispatched & canceled en route,B Shift,Fargo Station 1,
4801 45 ST S,05/14/2017 18:07:18,807,05/14/2017 18:31:33,05/14/2017 18:08:46,05/14/2017 18:09:41,05/14/2017 18:11:58,Water or steam leak,B Shift,Fargo Station 7,
4801 45 ST S,05/14/2017 18:07:18,802,05/14/2017 18:18:36,05/14/2017 18:08:46,05/14/2017 18:09:37,05/14/2017 18:11:58,Water or steam leak,B Shift,Fargo Station 7,
15 BROADWAY N,05/14/2017 18:08:47,BATT1,05/14/2017 18:16:29,05/14/2017 18:09:38,05/14/2017 18:10:22,05/14/2017 18:11:58,"Alarm system activation, no fire",B Shift,Fargo Station 1,
15 BROADWAY N,05/14/2017 18:08:47,TRUCK1,05/14/2017 18:14:29,05/14/2017 18:09:38,05/14/2017 18:11:00,05/14/2017 18:11:58,"Alarm system activation, no fire",B Shift,Fargo Station 1,
15 BROADWAY N,05/14/2017 18:08:47,805,05/14/2017 18:14:26,05/14/2017 18:09:38,05/14/2017 18:10:42,05/14/2017 18:11:58,"Alarm system activation, no fire",B Shift,Fargo Station 1,
15 BROADWAY N,05/14/2017 18:08:47,804,05/14/2017 18:14:22,05/14/2017 18:09:38,05/14/2017 18:10:39,05/14/2017 18:11:58,"Alarm system activation, no fire",B Shift,Fargo Station 1,
15 BROADWAY N,05/14/2017 18:08:47,803,05/14/2017 18:14:21,05/14/2017 18:09:38,05/14/2017 18:10:30,05/14/2017 18:11:58,"Alarm system activation, no fire",B Shift,Fargo Station 1,
15 BROADWAY N,05/14/2017 18:08:47,801,05/14/2017 18:18:23,05/14/2017 18:09:38,05/14/2017 18:10:39,05/14/2017 18:11:58,"Alarm system activation, no fire",B Shift,Fargo Station 1,
414 11 ST N,05/14/2017 18:36:39,801,05/14/2017 18:40:01,05/14/2017 18:36:54,05/14/2017 18:37:47,,Emergency Medical cancelled en r,B Shift,Fargo Station 1,
2402 17 ST S,05/14/2017 20:22:40,802,05/14/2017 20:40:35,05/14/2017 20:23:54,05/14/2017 20:24:43,05/14/2017 20:27:45,"Medical assist, assist EMS crew",B Shift,Fargo Station 2,
 1 AVE N /  ROBERTS ST N,05/14/2017 20:23:39,801,05/14/2017 20:33:48,05/14/2017 20:26:03,05/14/2017 20:26:54,05/14/2017 20:28:01,"EMS call, excluding vehicle acci",B Shift,Fargo Station 1,
1322 GATEWAY DR S,05/14/2017 20:29:18,804,05/14/2017 20:52:52,05/14/2017 20:30:33,05/14/2017 20:31:20,05/14/2017 20:34:32,"EMS call, excluding vehicle acci",B Shift,Fargo Station 4,
430 7 ST N,05/14/2017 20:45:26,801,05/14/2017 20:58:24,05/14/2017 20:46:55,05/14/2017 20:47:43,05/14/2017 20:49:37,"EMS call, excluding vehicle acci",B Shift,Fargo Station 1,
 8 AVE S /  10 ST S,05/14/2017 21:43:27,BATT1,05/14/2017 21:55:01,05/14/2017 21:44:47,05/14/2017 21:45:52,05/14/2017 21:48:25,Motor vehicle accident with inju,B Shift,Fargo Station 1,
 8 AVE S /  10 ST S,05/14/2017 21:43:27,TRUCK1,05/14/2017 21:49:58,05/14/2017 21:44:47,05/14/2017 21:46:12,05/14/2017 21:48:25,Motor vehicle accident with inju,B Shift,Fargo Station 1,
 8 AVE S /  10 ST S,05/14/2017 21:43:27,804,05/14/2017 21:49:49,05/14/2017 21:44:47,05/14/2017 21:45:43,05/14/2017 21:48:25,Motor vehicle accident with inju,B Shift,Fargo Station 1,
 8 AVE S /  10 ST S,05/14/2017 21:43:27,801,05/14/2017 22:36:57,05/14/2017 21:44:47,05/14/2017 21:45:39,05/14/2017 21:48:25,Motor vehicle accident with inju,B Shift,Fargo Station 1,
3314 22 ST S,05/14/2017 22:19:46,802,05/14/2017 22:34:03,05/14/2017 22:20:58,05/14/2017 22:21:50,05/14/2017 22:24:08,"EMS call, excluding vehicle acci",B Shift,Fargo Station 2,
1420 EAST GATEWAY CIR S,05/14/2017 22:59:42,804,05/14/2017 23:20:25,05/14/2017 23:00:57,05/14/2017 23:01:47,05/14/2017 23:05:58,"Medical assist, assist EMS crew",B Shift,Fargo Station 4,
2009 7 AVE N,05/14/2017 23:02:04,801,05/14/2017 23:09:48,05/14/2017 23:04:14,05/14/2017 23:05:24,05/14/2017 23:09:45,EMS Cancelled on Arrival,B Shift,Fargo Station 4,
4919 35 AVE S,05/14/2017 23:20:42,807,05/14/2017 23:34:21,05/14/2017 23:21:52,05/14/2017 23:23:02,05/14/2017 23:28:20,"EMS call, excluding vehicle acci",B Shift,Fargo Station 7,
910 1/2 7 ST N,05/14/2017 23:29:49,801,05/14/2017 23:46:00,05/14/2017 23:29:59,05/14/2017 23:30:55,05/14/2017 23:34:05,"EMS call, excluding vehicle acci",B Shift,Fargo Station 1,
414 11 ST N,05/15/2017 00:08:47,801,05/15/2017 00:13:20,05/15/2017 00:11:48,05/15/2017 00:13:01,,Emergency Medical cancelled en r,B Shift,Fargo Station 1,
2823 28 AVE S,05/15/2017 03:14:53,802,05/15/2017 03:31:57,05/15/2017 03:15:35,05/15/2017 03:16:41,05/15/2017 03:19:26,"EMS call, excluding vehicle acci",B Shift,Fargo Station 2,
2525 BROADWAY N,05/15/2017 04:36:56,803,05/15/2017 04:48:19,05/15/2017 04:37:34,05/15/2017 04:39:04,05/15/2017 04:41:27,Assist invalid,B Shift,Fargo Station 3,
414 11 ST N,05/15/2017 05:13:47,801,05/15/2017 05:27:32,05/15/2017 05:15:49,05/15/2017 05:17:20,05/15/2017 05:20:40,No incident found on arrival at,B Shift,Fargo Station 1,
3700 42 ST S,05/15/2017 06:33:04,807,05/15/2017 06:52:47,05/15/2017 06:34:34,05/15/2017 06:36:10,05/15/2017 06:39:05,"Medical assist, assist EMS crew",B Shift,Fargo Station 7,
1421 ALBRECHT BLVD N,05/15/2017 06:52:31,803,05/15/2017 07:03:27,05/15/2017 06:53:29,05/15/2017 06:54:34,05/15/2017 06:59:54,No incident found on arrival at,B Shift,Fargo Station 3,
414 11 ST N,05/15/2017 07:43:19,801,05/15/2017 08:00:15,05/15/2017 07:46:08,05/15/2017 07:46:38,,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
1300 ALBRECHT BLVD N,05/15/2017 08:54:12,BATT1,05/15/2017 09:07:32,05/15/2017 08:54:59,05/15/2017 08:55:52,05/15/2017 09:00:08,"Detector activation, no fire - u",A Shift,Fargo Station 3,
1300 ALBRECHT BLVD N,05/15/2017 08:54:12,TRUCK1,05/15/2017 09:07:32,05/15/2017 08:54:59,05/15/2017 08:56:03,05/15/2017 09:00:08,"Detector activation, no fire - u",A Shift,Fargo Station 3,
1300 ALBRECHT BLVD N,05/15/2017 08:54:12,805,05/15/2017 09:07:38,05/15/2017 08:54:59,,05/15/2017 09:00:08,"Detector activation, no fire - u",A Shift,Fargo Station 3,
1300 ALBRECHT BLVD N,05/15/2017 08:54:12,804,05/15/2017 09:07:14,05/15/2017 08:54:59,05/15/2017 08:56:08,05/15/2017 09:00:08,"Detector activation, no fire - u",A Shift,Fargo Station 3,
1300 ALBRECHT BLVD N,05/15/2017 08:54:12,803,05/15/2017 09:22:10,05/15/2017 08:54:59,05/15/2017 08:55:13,05/15/2017 09:00:08,"Detector activation, no fire - u",A Shift,Fargo Station 3,
1300 ALBRECHT BLVD N,05/15/2017 08:54:12,801,05/15/2017 09:07:14,05/15/2017 08:54:59,05/15/2017 08:56:07,05/15/2017 09:00:08,"Detector activation, no fire - u",A Shift,Fargo Station 3,
341 PRAIRIEWOOD CIR S,05/15/2017 09:37:51,802,05/15/2017 09:51:52,05/15/2017 09:38:45,05/15/2017 09:39:36,05/15/2017 09:45:38,EMS Cancelled on Arrival,A Shift,Fargo Station 5,
3131 27 ST S,05/15/2017 09:38:10,TRUCK2,05/15/2017 09:51:52,05/15/2017 09:40:49,05/15/2017 09:41:36,05/15/2017 09:48:03,"Medical assist, assist EMS crew",A Shift,Fargo Station 2,
3131 27 ST S,05/15/2017 09:38:10,807,05/15/2017 09:42:15,05/15/2017 09:40:49,05/15/2017 09:41:36,05/15/2017 09:48:03,"Medical assist, assist EMS crew",A Shift,Fargo Station 2,
15 BROADWAY N,05/15/2017 10:40:20,801,05/15/2017 10:57:04,05/15/2017 10:41:57,05/15/2017 10:42:45,05/15/2017 10:49:36,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
 MAIN AVE /  25 ST S,05/15/2017 11:21:31,BATT1,05/15/2017 11:26:58,05/15/2017 11:22:33,05/15/2017 11:23:36,05/15/2017 11:24:57,Motor vehicle accident with no i,A Shift,Fargo Station 4,
 MAIN AVE /  25 ST S,05/15/2017 11:21:31,TRUCK1,05/15/2017 11:26:56,05/15/2017 11:22:33,,05/15/2017 11:24:57,Motor vehicle accident with no i,A Shift,Fargo Station 4,
 MAIN AVE /  25 ST S,05/15/2017 11:21:31,804,05/15/2017 11:32:03,05/15/2017 11:22:33,05/15/2017 11:23:48,05/15/2017 11:24:57,Motor vehicle accident with no i,A Shift,Fargo Station 4,
 MAIN AVE /  25 ST S,05/15/2017 11:21:31,801,05/15/2017 11:26:50,05/15/2017 11:22:33,05/15/2017 11:23:35,05/15/2017 11:24:57,Motor vehicle accident with no i,A Shift,Fargo Station 4,
3401 15 AVE S,05/15/2017 11:27:26,BATT1,05/15/2017 11:35:13,05/15/2017 11:28:40,05/15/2017 11:29:07,05/15/2017 11:33:02,Alarm system sounded due to malf,A Shift,Fargo Station 5,
3401 15 AVE S,05/15/2017 11:27:26,TRUCK1,05/15/2017 11:49:08,05/15/2017 11:28:40,,05/15/2017 11:33:02,Alarm system sounded due to malf,A Shift,Fargo Station 5,
3401 15 AVE S,05/15/2017 11:27:26,806,05/15/2017 11:35:03,05/15/2017 11:29:57,05/15/2017 11:30:21,05/15/2017 11:33:02,Alarm system sounded due to malf,A Shift,Fargo Station 5,
3401 15 AVE S,05/15/2017 11:27:26,805,05/15/2017 11:49:08,05/15/2017 11:28:40,05/15/2017 11:29:06,05/15/2017 11:33:02,Alarm system sounded due to malf,A Shift,Fargo Station 5,
3401 15 AVE S,05/15/2017 11:27:26,803,05/15/2017 11:35:03,05/15/2017 11:28:40,05/15/2017 11:29:04,05/15/2017 11:33:02,Alarm system sounded due to malf,A Shift,Fargo Station 5,
3401 15 AVE S,05/15/2017 11:27:26,802,05/15/2017 11:35:03,05/15/2017 11:28:40,05/15/2017 11:29:42,05/15/2017 11:33:02,Alarm system sounded due to malf,A Shift,Fargo Station 5,
3401 15 AVE S,05/15/2017 11:27:26,801,05/15/2017 11:29:30,05/15/2017 11:28:40,05/15/2017 11:29:01,05/15/2017 11:33:02,Alarm system sounded due to malf,A Shift,Fargo Station 5,
1211 OAK ST N,05/15/2017 11:28:27,806,05/15/2017 11:29:57,05/15/2017 11:29:10,,05/15/2017 11:33:36,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
1211 OAK ST N,05/15/2017 11:28:27,801,05/15/2017 11:44:08,05/15/2017 11:29:49,05/15/2017 11:30:10,05/15/2017 11:33:36,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
2511 UNIVERSITY DR S,05/15/2017 12:16:51,802,05/15/2017 12:22:42,05/15/2017 12:18:20,05/15/2017 12:18:55,,Dispatched & canceled en route,A Shift,Fargo Station 2,
